Core Project Number,Affilation,Authors ,	Country,	ISSN,Journal Issue,Journal (Link to PubMed abstract) ,Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central) ,PUB Year,Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Clinical Trials cited
U54DK107980,"Department of Materials Science and Engineering, Department of Molecular Biosciences, and Department of Physics and Astronomy, Northwestern University, Evanston, Illinois 60208, USA.","Erba?, Aykut; de la Cruz, Monica Olvera; Marko, John F","United States",2470-0053,"2-1","Physical review. E.","Phys Rev E",97,eng,"022405",5863579,29548245,2018 Feb;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5863579/' target='_blank'>Effects of electrostatic interactions on ligand dissociation kinetics.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29548245&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29548245' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5863579&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29548245' target='_blank'>Cited By, Google</a>",
U01EB021237,"Dept. of Chemistry, Stanford University, 375 North-South Axis, Stanford, CA, USA 94305-4401.","Gustavsson, Anna-Karin; Petrov, Petar N; Lee, Maurice Y; Shechtman, Yoav; Moerner, W E","United States",0277-786X,"","Proceedings of SPIE--the International Society for Optical Engineering.","Proc SPIE Int Soc Opt Eng",10500,eng,"",5906058,29681676,2018 Feb;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5906058/' target='_blank'>Tilted Light Sheet Microscopy with 3D Point Spread Functions for Single-Molecule Super-Resolution Imaging in Mammalian Cells.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29681676&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29681676' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5906058&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29681676' target='_blank'>Cited By, Google</a>",
U54DK107977,"Dipartimento di Fisica, Università di Napoli Federico II, and INFN Napoli Complesso Universitario di Monte Sant'Angelo, Naples, Italy.","Esposito, Andrea; Annunziatella, Carlo; Bianco, Simona; Chiariello, Andrea M; Fiorillo, Luca; Nicodemi, Mario","United States",1939-005X,"","Wiley interdisciplinary reviews. Systems biology and medicine.","Wiley Interdiscip Rev Syst Biol Med",,eng,"e1444",,30566285,2018 Dec 19;,"Models of polymer physics for the architecture of the cell nucleus.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30566285&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30566285' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30566285' target='_blank'>Cited By, Google</a>",
U01CA200147,"Department of Bioengineering, University of California San Diego, La Jolla, CA 92093, USA. Electronic address: rcalandrelli@eng.ucsd.edu.","Calandrelli, Riccardo; Wu, Qiuyang; Guan, Jihong; Zhong, Sheng","China",2210-3244,"","Genomics, proteomics & bioinformatics.","Genomics Proteomics Bioinformatics",,eng,"",,30553884,2018 Dec 13;,"GITAR: An Open Source Tool for Analysis and Visualization of Hi-C Data.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30553884&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30553884' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30553884' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Evolution, Ecology, and Population Biology, Washington University in St. Louis, St. Louis, MO, 63105, USA. madeline.keleher@ucdenver.edu.","Keleher, Madeline Rose; Zaidi, Rabab; Hicks, Lauren; Shah, Shyam; Xing, Xiaoyun; Li, Daofeng; Wang, Ting; Cheverud, James M","England",1471-2164,"1","BMC genomics.","BMC Genomics",19,eng,"888",6286549,30526554,2018 Dec 07;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6286549/' target='_blank'>A high-fat diet alters genome-wide DNA methylation and gene expression in SM/J mice.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30526554&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30526554' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6286549&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30526554' target='_blank'>Cited By, Google</a>",
U01HL129998,"Division of Hematology, Children's Hospital of Philadelphia, Philadelphia, PA 19104, USA; Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104, USA; Department of Bioengineering, University of Pennsylvania, Philadelphia, PA 19104, USA.","Bartman, Caroline R; Hamagami, Nicole; Keller, Cheryl A; Giardine, Belinda; Hardison, Ross C; Blobel, Gerd A; Raj, Arjun","United States",1097-4164,"","Molecular cell.","Mol Cell",,eng,"",,30554946,2018 Dec 06;,"Transcriptional Burst Initiation and Polymerase Pause Release Are Key Control Points of Transcriptional Regulation.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30554946&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30554946' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30554946' target='_blank'>Cited By, Google</a>",
U54DK107980,"Department of Molecular Biosciences, Northwestern University, Evanston, IL, 60208, USA.","Sun, Mingxuan; Biggs, Ronald; Hornick, Jessica; Marko, John F","Netherlands",1573-6849,"4","Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology.","Chromosome Res",26,eng,"277-295",,30143891,2018 Dec;,"Condensin controls mitotic chromosome stiffness and stability without forming a structurally contiguous scaffold.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30143891&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30143891' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30143891' target='_blank'>Cited By, Google</a>",
U54DK107980,"National Cancer Institute, NIH, Bethesda, MD, 20892, USA.","Adriaens, Carmen; Serebryannyy, Leonid A; Feric, Marina; Schibler, Andria; Meaburn, Karen J; Kubben, Nard; Trzaskoma, Pawel; Shachar, Sigal; Vidak, Sandra; Finn, Elizabeth H; Sood, Varun; Pegoraro, Gianluca; Misteli, Tom","Germany",1432-119X,"6","Histochemistry and cell biology.","Histochem Cell Biol",150,eng,"579-592",6290477,30238154,2018 Dec;,"Blank spots on the map: some current questions on nuclear organization and genome architecture.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30238154&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30238154' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6290477&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30238154' target='_blank'>Cited By, Google</a>",
U01EB021240,"Department of Oncological Sciences and Huntsman Cancer Institute, Howard Hughes Medical Institute, University of Utah School of Medicine, Salt Lake City, UT, 84112, USA.","Guo, Jingtao; Grow, Edward J; Mlcochova, Hana; Maher, Geoffrey J; Lindskog, Cecilia; Nie, Xichen; Guo, Yixuan; Takei, Yodai; Yun, Jina; Cai, Long; Kim, Robin; Carrell, Douglas T; Goriely, Anne; Hotaling, James M; Cairns, Bradley R","England",1748-7838,"12","Cell research.","Cell Res",28,eng,"1141-1157",6274646,30315278,2018 Dec;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274646/' target='_blank'>The adult human testis transcriptional cell atlas.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30315278&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30315278' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6274646&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30315278' target='_blank'>Cited By, Google</a>",
U01EB021236,"From the Departments of Genetics.","Limi, Saima; Senecal, Adrien; Coleman, Robert; Lopez-Jones, Melissa; Guo, Peng; Polumbo, Christina; Singer, Robert H; Skoultchi, Arthur I; Cvekl, Ales","United States",1083-351X,"34","The Journal of biological chemistry.","J Biol Chem",293,eng,"13176-13190",6109918,29959226,2018 Aug 24;,"Transcriptional burst fraction and size dynamics during lens fiber cell differentiation and detailed insights into the denucleation process.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29959226&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29959226' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6109918&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29959226' target='_blank'>Cited By, Google</a>",
U54DK107980,"KU Leuven, Institute for Theoretical Physics, Celestijnenlaan 200D, 3001 Leuven, Belgium.","Skoruppa, Enrico; Nomidis, Stefanos K; Marko, John F; Carlon, Enrico","United States",1079-7114,"8","Physical review letters.","Phys Rev Lett",121,eng,"088101",6132066,30192578,2018 Aug 24;,"Bend-Induced Twist Waves and the Structure of Nucleosomal DNA.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30192578&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30192578' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6132066&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30192578' target='_blank'>Cited By, Google</a>",
U54DK107965,"Computational Biology Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, USA.","Yang, Yang; Gu, Quanquan; Zhang, Yang; Sasaki, Takayo; Crivello, Julianna; O'Neill, Rachel J; Gilbert, David M; Ma, Jian","United States",2405-4712,"2","Cell systems.","Cell Syst",7,eng,"208-218.e11",6107375,29936186,2018 Aug 22;,"Continuous-Trait Probabilistic Model for Comparing Multi-species Functional Genomic Data.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29936186&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29936186' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6107375&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29936186' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Pediatrics, University at Buffalo Jacobs School of Medicine and Biomedical Sciences, Buffalo, NY, USA.","Jiang, Kaiyu; Wong, Laiping; Chen, Yanmin; Xing, Xiaoyun; Li, Daofeng; Wang, Ting; Jarvis, James N","Ireland",1872-7603,"","Journal of reproductive immunology.","J Reprod Immunol",128,eng,"2-8",6086739,29800761,2018 Aug;,"Soluble inflammatory mediators induce transcriptional re-organization that is independent of dna methylation changes in cultured human chorionic villous trophoblasts.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29800761&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29800761' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6086739&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29800761' target='_blank'>Cited By, Google</a>",
U01EB021236,"Department of Cell Biology, Albert Einstein College of Medicine, Bronx, NY 10461, USA.","Carvajal, Luis A; Neriah, Daniela Ben; Senecal, Adrien; Benard, Lumie; Thiruthuvanathan, Victor; Yatsenko, Tatyana; Narayanagari, Swathi-Rao; Wheat, Justin C; Todorova, Tihomira I; Mitchell, Kelly; Kenworthy, Charles; Guerlavais, Vincent; Annis, D Allen; Bartholdy, Boris; Will, Britta; Anampa, Jesus D; Mantzaris, Ioannis; Aivado, Manuel; Singer, Robert H; Coleman, Robert A; Verma, Amit; Steidl, Ulrich","United States",1946-6242,"436","Science translational medicine.","Sci Transl Med",10,eng,"",6130841,29643228,2018 Apr 11;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130841/' target='_blank'>Dual inhibition of MDMX and MDM2 as a therapeutic strategy in leukemia.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29643228&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29643228' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6130841&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29643228' target='_blank'>Cited By, Google</a>",
U01EB021236,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, United States.","Mir, Mustafa; Stadler, Michael R; Ortiz, Stephan A; Hannon, Colleen E; Harrison, Melissa M; Darzacq, Xavier; Eisen, Michael B","England",2050-084X,"","eLife.","Elife",7,eng,"",6307861,30589412,2018 12 27;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6307861/' target='_blank'>Dynamic multifactor hubs interact transiently with sites of active transcription in Drosophila embryos.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30589412&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30589412' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6307861&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30589412' target='_blank'>Cited By, Google</a>",
U54DK107980,"Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, United States.","Mir, Mustafa; Stadler, Michael R; Ortiz, Stephan A; Hannon, Colleen E; Harrison, Melissa M; Darzacq, Xavier; Eisen, Michael B","England",2050-084X,"","eLife.","Elife",7,eng,"",6307861,30589412,2018 12 27;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6307861/' target='_blank'>Dynamic multifactor hubs interact transiently with sites of active transcription in Drosophila embryos.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30589412&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30589412' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6307861&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30589412' target='_blank'>Cited By, Google</a>",
U01HL130010,"Department of Genetics, Harvard Medical School, Boston, Massachusetts, United States of America.","Nir, Guy; Farabella, Irene; Pérez Estrada, Cynthia; Ebeling, Carl G; Beliveau, Brian J; Sasaki, Hiroshi M; Lee, S Dean; Nguyen, Son C; McCole, Ruth B; Chattoraj, Shyamtanu; Erceg, Jelena; AlHaj Abed, Jumana; Martins, Nuno M C; Nguyen, Huy Q; Hannan, Mohammed A; Russell, Sheikh; Durand, Neva C; Rao, Suhas S P; Kishi, Jocelyn Y; Soler-Vila, Paula; Di Pierro, Michele; Onuchic, José N; Callahan, Steven P; Schreiner, John M; Stuckey, Jeff A; Yin, Peng; Aiden, Erez Lieberman; Marti-Renom, Marc A; Wu, C-Ting","United States",1553-7404,"12","PLoS genetics.","PLoS Genet",14,eng,"e1007872",6324821,30586358,2018 12;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6324821/' target='_blank'>Walking along chromosomes with super-resolution imaging, contact maps, and integrative modeling.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30586358&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30586358' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6324821&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30586358' target='_blank'>Cited By, Google</a>",
